Id,ActivityDay,Weekday,StepTotal
1927972279,3/28/2016,Monday,21216
1927972279,3/29/2016,Tuesday,4673
1927972279,3/30/2016,Wednesday,16361
1927972279,3/31/2016,Thursday,5873
1927972279,4/1/2016,Friday,4317
1927972279,4/2/2016,Saturday,5662
1927972279,4/3/2016,Sunday,3198
1927972279,4/4/2016,Monday,2352
1927972279,4/5/2016,Tuesday,2234
1927972279,4/6/2016,Wednesday,1259
1927972279,4/7/2016,Thursday,768
1927972279,4/8/2016,Friday,519
1927972279,4/9/2016,Saturday,2523
1927972279,4/10/2016,Sunday,2105
1927972279,4/11/2016,Monday,1209
1927972279,4/12/2016,Tuesday,678
2022484408,3/12/2016,Saturday,10522
2022484408,3/13/2016,Sunday,9790
2022484408,3/14/2016,Monday,11694
2022484408,3/15/2016,Tuesday,10663
2022484408,3/16/2016,Wednesday,12650
2022484408,3/17/2016,Thursday,8653
2022484408,3/18/2016,Friday,12351
2022484408,3/19/2016,Saturday,15054
2022484408,3/20/2016,Sunday,11479
2022484408,3/21/2016,Monday,13055
2022484408,3/22/2016,Tuesday,12011
2022484408,3/23/2016,Wednesday,15355
2022484408,3/24/2016,Thursday,15847
2022484408,3/25/2016,Friday,16503
2022484408,3/26/2016,Saturday,13361
2022484408,3/27/2016,Sunday,10374
2022484408,3/28/2016,Monday,9740
2022484408,3/29/2016,Tuesday,15144
2022484408,3/30/2016,Wednesday,14519
2022484408,3/31/2016,Thursday,16043
2022484408,4/1/2016,Friday,13603
2022484408,4/2/2016,Saturday,5477
2022484408,4/3/2016,Sunday,11144
2022484408,4/4/2016,Monday,15313
2022484408,4/5/2016,Tuesday,10805
2022484408,4/6/2016,Wednesday,15392
2022484408,4/7/2016,Thursday,18247
2022484408,4/8/2016,Friday,13023
2022484408,4/9/2016,Saturday,16267
2022484408,4/10/2016,Sunday,10005
2022484408,4/11/2016,Monday,10106
2022484408,4/12/2016,Tuesday,11875
2026352035,3/12/2016,Saturday,7676
2026352035,3/13/2016,Sunday,7757
2026352035,3/14/2016,Monday,10185
2026352035,3/15/2016,Tuesday,10052
2026352035,3/16/2016,Wednesday,10408
2026352035,3/17/2016,Thursday,6562
2026352035,3/18/2016,Friday,2025
2026352035,3/19/2016,Saturday,3089
2026352035,3/20/2016,Sunday,3406
2026352035,3/21/2016,Monday,4603
2026352035,3/22/2016,Tuesday,3322
2026352035,3/23/2016,Wednesday,3211
2026352035,3/24/2016,Thursday,2152
2026352035,3/25/2016,Friday,4069
2026352035,3/26/2016,Saturday,2217
2026352035,3/27/2016,Sunday,3317
2026352035,3/28/2016,Monday,3340
2026352035,3/29/2016,Tuesday,2839
2026352035,3/30/2016,Wednesday,2739
2026352035,3/31/2016,Thursday,8093
2026352035,4/1/2016,Friday,2605
2026352035,4/2/2016,Saturday,1229
2026352035,4/3/2016,Sunday,2308
2026352035,4/4/2016,Monday,6679
2026352035,4/5/2016,Tuesday,5645
2026352035,4/6/2016,Wednesday,3180
2026352035,4/7/2016,Thursday,2767
2026352035,4/8/2016,Friday,3762
2026352035,4/9/2016,Saturday,3098
2026352035,4/10/2016,Sunday,5142
2026352035,4/11/2016,Monday,3279
2026352035,4/12/2016,Tuesday,4414
2320127002,3/12/2016,Saturday,2680
2320127002,3/13/2016,Sunday,0
2320127002,3/14/2016,Monday,0
2320127002,3/15/2016,Tuesday,0
2320127002,3/16/2016,Wednesday,0
2320127002,3/17/2016,Thursday,0
2320127002,3/18/2016,Friday,0
2320127002,3/19/2016,Saturday,0
2320127002,3/20/2016,Sunday,0
2320127002,3/21/2016,Monday,0
2320127002,3/22/2016,Tuesday,6542
2320127002,3/23/2016,Wednesday,4999
2320127002,3/24/2016,Thursday,2906
2320127002,3/25/2016,Friday,302
2320127002,3/26/2016,Saturday,0
2320127002,3/27/2016,Sunday,0
2320127002,3/28/2016,Monday,0
2320127002,3/29/2016,Tuesday,0
2320127002,3/30/2016,Wednesday,0
2320127002,3/31/2016,Thursday,0
2320127002,4/1/2016,Friday,0
2320127002,4/2/2016,Saturday,0
2320127002,4/3/2016,Sunday,0
2320127002,4/4/2016,Monday,0
2320127002,4/5/2016,Tuesday,4931
2320127002,4/6/2016,Wednesday,6999
2320127002,4/7/2016,Thursday,1846
2320127002,4/8/2016,Friday,3417
2320127002,4/9/2016,Saturday,4863
2320127002,4/10/2016,Sunday,2277
2320127002,4/11/2016,Monday,11230
2320127002,4/12/2016,Tuesday,10725
2347167796,3/12/2016,Saturday,13356
2347167796,3/13/2016,Sunday,15984
2347167796,3/14/2016,Monday,10372
2347167796,3/15/2016,Tuesday,10530
2347167796,3/16/2016,Wednesday,10016
2347167796,3/17/2016,Thursday,10091
2347167796,3/18/2016,Friday,10331
2347167796,3/19/2016,Saturday,10299
2347167796,3/20/2016,Sunday,14253
2347167796,3/21/2016,Monday,10060
2347167796,3/22/2016,Tuesday,10072
2347167796,3/23/2016,Wednesday,10083
2347167796,3/24/2016,Thursday,10635
2347167796,3/25/2016,Friday,7272
2347167796,3/26/2016,Saturday,12806
2347167796,3/27/2016,Sunday,6613
2347167796,3/28/2016,Monday,6288
2347167796,3/29/2016,Tuesday,10272
2347167796,3/30/2016,Wednesday,10533
2347167796,3/31/2016,Thursday,6760
2347167796,4/1/2016,Friday,8328
2347167796,4/2/2016,Saturday,15459
2347167796,4/3/2016,Sunday,7485
2347167796,4/4/2016,Monday,10254
2347167796,4/5/2016,Tuesday,10111
2347167796,4/6/2016,Wednesday,11107
2347167796,4/7/2016,Thursday,10320
2347167796,4/8/2016,Friday,10209
2347167796,4/9/2016,Saturday,16081
2347167796,4/10/2016,Sunday,10078
2347167796,4/11/2016,Monday,10001
2347167796,4/12/2016,Tuesday,10113
2873212765,3/12/2016,Saturday,12315
2873212765,3/13/2016,Sunday,14526
2873212765,3/14/2016,Monday,8629
2873212765,3/15/2016,Tuesday,8395
2873212765,3/16/2016,Wednesday,7689
2873212765,3/17/2016,Thursday,11953
2873212765,3/18/2016,Friday,13478
2873212765,3/19/2016,Saturday,8022
2873212765,3/20/2016,Sunday,6737
2873212765,3/21/2016,Monday,8895
2873212765,3/22/2016,Tuesday,6519
2873212765,3/23/2016,Wednesday,10970
2873212765,3/24/2016,Thursday,9716
2873212765,3/25/2016,Friday,2002
2873212765,3/26/2016,Saturday,7660
2873212765,3/27/2016,Sunday,0
2873212765,3/28/2016,Monday,9062
2873212765,3/29/2016,Tuesday,9945
2873212765,3/30/2016,Wednesday,9643
2873212765,3/31/2016,Thursday,13919
2873212765,4/1/2016,Friday,890
2873212765,4/2/2016,Saturday,2214
2873212765,4/3/2016,Sunday,7640
2873212765,4/4/2016,Monday,9713
2873212765,4/5/2016,Tuesday,8432
2873212765,4/6/2016,Wednesday,7350
2873212765,4/7/2016,Thursday,9353
2873212765,4/8/2016,Friday,7157
2873212765,4/9/2016,Saturday,14103
2873212765,4/10/2016,Sunday,5290
2873212765,4/11/2016,Monday,7471
2891001357,4/5/2016,Tuesday,360
3372868164,3/12/2016,Saturday,6789
3372868164,3/13/2016,Sunday,7761
3372868164,3/14/2016,Monday,6444
3372868164,3/15/2016,Tuesday,5229
3372868164,3/16/2016,Wednesday,7576
3372868164,3/17/2016,Thursday,4504
3372868164,3/18/2016,Friday,6652
3372868164,3/19/2016,Saturday,4606
3372868164,3/20/2016,Sunday,7937
3372868164,3/21/2016,Monday,6886
3372868164,3/22/2016,Tuesday,4042
3372868164,3/23/2016,Wednesday,4905
3372868164,3/24/2016,Thursday,6330
3372868164,3/25/2016,Friday,5196
3372868164,3/26/2016,Saturday,5700
3372868164,3/27/2016,Sunday,8635
3372868164,3/28/2016,Monday,5341
3372868164,3/29/2016,Tuesday,8609
3372868164,3/30/2016,Wednesday,5520
3372868164,3/31/2016,Thursday,8218
3372868164,4/1/2016,Friday,5785
3372868164,4/2/2016,Saturday,7625
3372868164,4/3/2016,Sunday,4706
3372868164,4/4/2016,Monday,5861
3372868164,4/5/2016,Tuesday,4460
3372868164,4/6/2016,Wednesday,6406
3372868164,4/7/2016,Thursday,7392
3372868164,4/8/2016,Friday,5551
3372868164,4/9/2016,Saturday,8827
3372868164,4/10/2016,Sunday,4626
3977333714,3/12/2016,Saturday,8193
3977333714,3/13/2016,Sunday,6062
3977333714,3/14/2016,Monday,2907
3977333714,3/15/2016,Tuesday,13823
3977333714,3/16/2016,Wednesday,16441
3977333714,3/17/2016,Thursday,12218
3977333714,3/18/2016,Friday,11239
3977333714,3/19/2016,Saturday,2370
3977333714,3/20/2016,Sunday,0
3977333714,3/21/2016,Monday,0
3977333714,3/22/2016,Tuesday,0
3977333714,3/23/2016,Wednesday,0
3977333714,3/24/2016,Thursday,0
3977333714,3/25/2016,Friday,0
3977333714,3/26/2016,Saturday,0
3977333714,3/27/2016,Sunday,0
3977333714,3/28/2016,Monday,0
3977333714,3/29/2016,Tuesday,0
3977333714,3/30/2016,Wednesday,0
3977333714,3/31/2016,Thursday,1104
3977333714,4/1/2016,Friday,4499
3977333714,4/2/2016,Saturday,7618
3977333714,4/3/2016,Sunday,11508
3977333714,4/4/2016,Monday,11943
3977333714,4/5/2016,Tuesday,12303
3977333714,4/6/2016,Wednesday,15425
3977333714,4/7/2016,Thursday,8422
3977333714,4/8/2016,Friday,10226
3977333714,4/9/2016,Saturday,14581
3977333714,4/10/2016,Sunday,3470
3977333714,4/11/2016,Monday,3052
3977333714,4/12/2016,Tuesday,8856
4020332650,3/12/2016,Saturday,5543
4020332650,3/13/2016,Sunday,3186
4020332650,3/14/2016,Monday,2997
4020332650,3/15/2016,Tuesday,5871
4020332650,3/16/2016,Wednesday,12422
4020332650,3/17/2016,Thursday,919
4020332650,3/18/2016,Friday,0
4020332650,3/19/2016,Saturday,0
4020332650,3/20/2016,Sunday,0
4020332650,3/21/2016,Monday,0
4020332650,3/22/2016,Tuesday,0
4020332650,3/23/2016,Wednesday,0
4020332650,3/24/2016,Thursday,0
4020332650,3/25/2016,Friday,0
4020332650,3/26/2016,Saturday,0
4020332650,3/27/2016,Sunday,0
4020332650,3/28/2016,Monday,385
4020332650,3/29/2016,Tuesday,4137
4020332650,3/30/2016,Wednesday,5390
4020332650,3/31/2016,Thursday,7428
4020332650,4/1/2016,Friday,5329
4020332650,4/2/2016,Saturday,4277
4020332650,4/3/2016,Sunday,6094
4020332650,4/4/2016,Monday,6429
4020332650,4/5/2016,Tuesday,6865
4020332650,4/6/2016,Wednesday,7431
4020332650,4/7/2016,Thursday,6543
4020332650,4/8/2016,Friday,9689
4020332650,4/9/2016,Saturday,7734
4020332650,4/10/2016,Sunday,5094
4020332650,4/11/2016,Monday,2929
4020332650,4/12/2016,Tuesday,8489
4057192912,3/12/2016,Saturday,0
4057192912,3/13/2016,Sunday,0
4057192912,3/14/2016,Monday,8433
4057192912,3/15/2016,Tuesday,0
4057192912,3/16/2016,Wednesday,2139
4057192912,3/17/2016,Thursday,0
4057192912,3/18/2016,Friday,949
4057192912,3/19/2016,Saturday,0
4057192912,3/20/2016,Sunday,44
4057192912,3/21/2016,Monday,2660
4057192912,3/22/2016,Tuesday,5561
4057192912,3/23/2016,Wednesday,7239
4057192912,3/24/2016,Thursday,7
4057192912,3/25/2016,Friday,0
4057192912,3/26/2016,Saturday,0
4057192912,3/27/2016,Sunday,2275
4057192912,3/28/2016,Monday,8
4057192912,3/29/2016,Tuesday,5137
4057192912,3/30/2016,Wednesday,5419
4057192912,3/31/2016,Thursday,0
4057192912,4/1/2016,Friday,0
4057192912,4/2/2016,Saturday,0
4057192912,4/3/2016,Sunday,0
4057192912,4/4/2016,Monday,0
4057192912,4/5/2016,Tuesday,0
4057192912,4/6/2016,Wednesday,18
4057192912,4/7/2016,Thursday,4
4057192912,4/8/2016,Friday,8426
4057192912,4/9/2016,Saturday,1650
4057192912,4/10/2016,Sunday,3434
4057192912,4/11/2016,Monday,6801
4057192912,4/12/2016,Tuesday,5394
4319703577,3/12/2016,Saturday,9266
4319703577,3/13/2016,Sunday,7664
4319703577,3/14/2016,Monday,8498
4319703577,3/15/2016,Tuesday,7767
4319703577,3/16/2016,Wednesday,9512
4319703577,3/17/2016,Thursday,8240
4319703577,3/18/2016,Friday,6427
4319703577,3/19/2016,Saturday,6055
4319703577,3/20/2016,Sunday,3870
4319703577,3/21/2016,Monday,6822
4319703577,3/22/2016,Tuesday,7885
4319703577,3/23/2016,Wednesday,8996
4319703577,3/24/2016,Thursday,10223
4319703577,3/25/2016,Friday,8596
4319703577,3/26/2016,Saturday,5910
4319703577,3/27/2016,Sunday,3482
4319703577,3/28/2016,Monday,9449
4319703577,3/29/2016,Tuesday,5643
4319703577,3/30/2016,Wednesday,9024
4319703577,3/31/2016,Thursday,8144
4319703577,4/1/2016,Friday,9343
4319703577,4/2/2016,Saturday,8405
4319703577,4/3/2016,Sunday,8223
4319703577,4/4/2016,Monday,10067
4319703577,4/5/2016,Tuesday,8359
4319703577,4/6/2016,Wednesday,10946
4319703577,4/7/2016,Thursday,9130
4319703577,4/8/2016,Friday,6420
4445114986,3/12/2016,Saturday,4189
4445114986,3/13/2016,Sunday,5777
4445114986,3/14/2016,Monday,7585
4445114986,3/15/2016,Tuesday,4997
4445114986,3/16/2016,Wednesday,4532
4445114986,3/17/2016,Thursday,7572
4445114986,3/18/2016,Friday,3951
4445114986,3/19/2016,Saturday,5133
4445114986,3/20/2016,Sunday,4033
4445114986,3/21/2016,Monday,8193
4445114986,3/22/2016,Tuesday,2972
4445114986,3/23/2016,Wednesday,4794
4445114986,3/24/2016,Thursday,2806
4445114986,3/25/2016,Friday,5044
4445114986,3/26/2016,Saturday,7174
4445114986,3/27/2016,Sunday,4993
4445114986,3/28/2016,Monday,2987
4445114986,3/29/2016,Tuesday,2303
4445114986,3/30/2016,Wednesday,2600
4445114986,3/31/2016,Thursday,4804
4445114986,4/1/2016,Friday,3271
4445114986,4/2/2016,Saturday,5383
4445114986,4/3/2016,Sunday,3146
4445114986,4/4/2016,Monday,2422
4445114986,4/5/2016,Tuesday,4228
4445114986,4/6/2016,Wednesday,6911
4445114986,4/7/2016,Thursday,6667
4445114986,4/8/2016,Friday,5543
4445114986,4/9/2016,Saturday,4191
4445114986,4/10/2016,Sunday,6625
4445114986,4/11/2016,Monday,5986
4445114986,4/12/2016,Tuesday,3276
4558609924,3/12/2016,Saturday,7616
4558609924,3/13/2016,Sunday,2942
4558609924,3/14/2016,Monday,929
4558609924,3/15/2016,Tuesday,3743
4558609924,3/16/2016,Wednesday,3195
4558609924,3/17/2016,Thursday,5767
4558609924,3/18/2016,Friday,3452
4558609924,3/19/2016,Saturday,0
4558609924,3/20/2016,Sunday,3446
4558609924,3/21/2016,Monday,0
4558609924,3/22/2016,Tuesday,0
4558609924,3/23/2016,Wednesday,0
4558609924,3/24/2016,Thursday,0
4558609924,3/25/2016,Friday,3673
4558609924,3/26/2016,Saturday,4879
4558609924,3/27/2016,Sunday,8131
4558609924,3/28/2016,Monday,7660
4558609924,3/29/2016,Tuesday,7607
4558609924,3/30/2016,Wednesday,5535
4558609924,3/31/2016,Thursday,6476
4558609924,4/1/2016,Friday,5336
4558609924,4/2/2016,Saturday,3183
4558609924,4/3/2016,Sunday,6176
4558609924,4/4/2016,Monday,8205
4558609924,4/5/2016,Tuesday,6799
4558609924,4/6/2016,Wednesday,5668
4558609924,4/7/2016,Thursday,7998
4558609924,4/8/2016,Friday,4195
4558609924,4/9/2016,Saturday,5512
4558609924,4/10/2016,Sunday,6248
4558609924,4/11/2016,Monday,8828
4558609924,4/12/2016,Tuesday,5135
4702921684,3/12/2016,Saturday,13778
4702921684,3/13/2016,Sunday,11042
4702921684,3/14/2016,Monday,6934
4702921684,3/15/2016,Tuesday,8430
4702921684,3/16/2016,Wednesday,6176
4702921684,3/17/2016,Thursday,7379
4702921684,3/18/2016,Friday,6411
4702921684,3/19/2016,Saturday,9
4702921684,3/20/2016,Sunday,0
4702921684,3/21/2016,Monday,3479
4702921684,3/22/2016,Tuesday,9658
4702921684,3/23/2016,Wednesday,6579
4702921684,3/24/2016,Thursday,7835
4702921684,3/25/2016,Friday,6085
4702921684,3/26/2016,Saturday,15072
4702921684,3/27/2016,Sunday,12619
4702921684,3/28/2016,Monday,7449
4702921684,3/29/2016,Tuesday,6506
4702921684,3/30/2016,Wednesday,7583
4702921684,3/31/2016,Thursday,6963
4702921684,4/1/2016,Friday,7165
4702921684,4/2/2016,Saturday,10328
4702921684,4/3/2016,Sunday,12103
4702921684,4/4/2016,Monday,7810
4702921684,4/5/2016,Tuesday,6670
4702921684,4/6/2016,Wednesday,7605
4702921684,4/7/2016,Thursday,6585
4702921684,4/8/2016,Friday,8104
4702921684,4/9/2016,Saturday,14002
4702921684,4/10/2016,Sunday,11135
4702921684,4/11/2016,Monday,6457
5553957443,3/12/2016,Saturday,1439
5553957443,3/13/2016,Sunday,5059
5553957443,3/14/2016,Monday,13625
5553957443,3/15/2016,Tuesday,9634
5553957443,3/16/2016,Wednesday,11498
5553957443,3/17/2016,Thursday,6261
5553957443,3/18/2016,Friday,3689
5553957443,3/19/2016,Saturday,0
5553957443,3/20/2016,Sunday,0
5553957443,3/21/2016,Monday,3246
5553957443,3/22/2016,Tuesday,857
5553957443,3/23/2016,Wednesday,3048
5553957443,3/24/2016,Thursday,7092
5553957443,3/25/2016,Friday,3621
5553957443,3/26/2016,Saturday,6598
5553957443,3/27/2016,Sunday,2312
5553957443,3/28/2016,Monday,6642
5553957443,3/29/2016,Tuesday,13011
5553957443,3/30/2016,Wednesday,10108
5553957443,3/31/2016,Thursday,11583
5553957443,4/1/2016,Friday,12409
5553957443,4/2/2016,Saturday,2927
5553957443,4/3/2016,Sunday,1515
5553957443,4/4/2016,Monday,8921
5553957443,4/5/2016,Tuesday,11306
5553957443,4/6/2016,Wednesday,12252
5553957443,4/7/2016,Thursday,15444
5553957443,4/8/2016,Friday,9938
5553957443,4/9/2016,Saturday,4593
5553957443,4/10/2016,Sunday,5594
5553957443,4/11/2016,Monday,11906
5553957443,4/12/2016,Tuesday,11596
5577150313,3/12/2016,Saturday,19450
5577150313,3/13/2016,Sunday,14845
5577150313,3/14/2016,Monday,12221
5577150313,3/15/2016,Tuesday,11185
5577150313,3/16/2016,Wednesday,12476
5577150313,3/17/2016,Thursday,11470
5577150313,3/18/2016,Friday,10598
5577150313,3/19/2016,Saturday,15552
5577150313,3/20/2016,Sunday,5631
5577150313,3/21/2016,Monday,2030
5577150313,3/22/2016,Tuesday,3180
5577150313,3/23/2016,Wednesday,8752
5577150313,3/24/2016,Thursday,8130
5577150313,3/25/2016,Friday,7752
5577150313,3/26/2016,Saturday,10742
5577150313,3/27/2016,Sunday,6727
5577150313,3/28/2016,Monday,9264
5577150313,3/29/2016,Tuesday,8200
5577150313,3/30/2016,Wednesday,6862
5577150313,3/31/2016,Thursday,9563
5577150313,4/1/2016,Friday,10461
5577150313,4/2/2016,Saturday,14873
5577150313,4/3/2016,Sunday,9917
5577150313,4/4/2016,Monday,7401
5577150313,4/5/2016,Tuesday,8964
5577150313,4/6/2016,Wednesday,11080
5577150313,4/7/2016,Thursday,4499
5577150313,4/8/2016,Friday,4363
5577150313,4/9/2016,Saturday,10494
5577150313,4/10/2016,Sunday,9776
5577150313,4/11/2016,Monday,2622
6117666160,3/12/2016,Saturday,4342
6117666160,3/13/2016,Sunday,6427
6117666160,3/14/2016,Monday,5962
6117666160,3/15/2016,Tuesday,5385
6117666160,3/16/2016,Wednesday,7578
6117666160,3/17/2016,Thursday,4811
6117666160,3/18/2016,Friday,9189
6117666160,3/19/2016,Saturday,6790
6117666160,3/20/2016,Sunday,8201
6117666160,3/21/2016,Monday,7993
6117666160,3/22/2016,Tuesday,5727
6117666160,3/23/2016,Wednesday,6128
6117666160,3/24/2016,Thursday,11543
6117666160,3/25/2016,Friday,11789
6117666160,3/26/2016,Saturday,9595
6117666160,3/27/2016,Sunday,5353
6117666160,3/28/2016,Monday,4273
6117666160,3/29/2016,Tuesday,7154
6117666160,3/30/2016,Wednesday,8548
6117666160,3/31/2016,Thursday,9674
6117666160,4/1/2016,Friday,7444
6117666160,4/2/2016,Saturday,19658
6117666160,4/3/2016,Sunday,0
6117666160,4/4/2016,Monday,8468
6117666160,4/5/2016,Tuesday,9910
6117666160,4/6/2016,Wednesday,12409
6117666160,4/7/2016,Thursday,4853
6117666160,4/8/2016,Friday,8914
6117666160,4/9/2016,Saturday,10789
6290855005,3/12/2016,Saturday,13071
6290855005,3/13/2016,Sunday,6244
6290855005,3/14/2016,Monday,0
6290855005,3/15/2016,Tuesday,0
6290855005,3/16/2016,Wednesday,8914
6290855005,3/17/2016,Thursday,5674
6290855005,3/18/2016,Friday,6071
6290855005,3/19/2016,Saturday,6012
6290855005,3/20/2016,Sunday,7815
6290855005,3/21/2016,Monday,4827
6290855005,3/22/2016,Tuesday,5750
6290855005,3/23/2016,Wednesday,2050
6290855005,3/24/2016,Thursday,5591
6290855005,3/25/2016,Friday,0
6290855005,3/26/2016,Saturday,0
6290855005,3/27/2016,Sunday,7672
6290855005,3/28/2016,Monday,8654
6290855005,3/29/2016,Tuesday,3989
6290855005,3/30/2016,Wednesday,6462
6290855005,3/31/2016,Thursday,0
6290855005,4/1/2016,Friday,6633
6290855005,4/2/2016,Saturday,9491
6391747486,3/12/2016,Saturday,0
6391747486,3/13/2016,Sunday,0
6391747486,3/14/2016,Monday,0
6391747486,3/15/2016,Tuesday,0
6391747486,3/16/2016,Wednesday,0
6391747486,3/17/2016,Thursday,0
6391747486,3/18/2016,Friday,0
6391747486,3/19/2016,Saturday,0
6391747486,3/20/2016,Sunday,0
6391747486,3/21/2016,Monday,0
6391747486,3/22/2016,Tuesday,0
6391747486,3/23/2016,Wednesday,0
6391747486,3/24/2016,Thursday,0
6391747486,3/25/2016,Friday,0
6391747486,3/26/2016,Saturday,0
6391747486,3/27/2016,Sunday,0
6391747486,3/28/2016,Monday,0
6391747486,3/29/2016,Tuesday,0
6391747486,3/30/2016,Wednesday,0
6391747486,3/31/2016,Thursday,0
6391747486,4/1/2016,Friday,0
6391747486,4/2/2016,Saturday,2101
6391747486,4/3/2016,Sunday,0
6391747486,4/4/2016,Monday,0
