Id,Date,Weekday,Calories
1844505072,3/26/2016,Saturday,1344
1844505072,3/27/2016,Sunday,1344
1844505072,3/28/2016,Monday,1344
1844505072,3/29/2016,Tuesday,1344
1844505072,3/30/2016,Wednesday,1576
1844505072,3/31/2016,Thursday,1962
1844505072,4/1/2016,Friday,1967
1844505072,4/2/2016,Saturday,1888
1844505072,4/3/2016,Sunday,1634
1844505072,4/4/2016,Monday,1344
1844505072,4/5/2016,Tuesday,1344
1844505072,4/6/2016,Wednesday,1346
1844505072,4/7/2016,Thursday,1965
1844505072,4/8/2016,Friday,1827
1844505072,4/9/2016,Saturday,1804
1844505072,4/10/2016,Sunday,1971
1844505072,4/11/2016,Monday,1886
1844505072,4/12/2016,Tuesday,2031
1927972279,3/12/2016,Saturday,2758
1927972279,3/13/2016,Sunday,2608
1927972279,3/14/2016,Monday,2135
1927972279,3/15/2016,Tuesday,2560
1927972279,3/16/2016,Wednesday,2893
1927972279,3/17/2016,Thursday,3395
1927972279,3/18/2016,Friday,3677
1927972279,3/19/2016,Saturday,2310
1927972279,3/20/2016,Sunday,2518
1927972279,3/21/2016,Monday,2206
1927972279,3/22/2016,Tuesday,2666
1927972279,3/23/2016,Wednesday,2551
1927972279,3/24/2016,Thursday,2174
1927972279,3/25/2016,Friday,2625
1927972279,3/26/2016,Saturday,2433
1927972279,3/27/2016,Sunday,3587
1927972279,3/28/2016,Monday,3910
1927972279,3/29/2016,Tuesday,2627
1927972279,3/30/2016,Wednesday,3406
1927972279,3/31/2016,Thursday,2547
1927972279,4/1/2016,Friday,2588
1927972279,4/2/2016,Saturday,2785
1927972279,4/3/2016,Sunday,2448
1927972279,4/4/2016,Monday,2380
1927972279,4/5/2016,Tuesday,2345
1927972279,4/6/2016,Wednesday,2202
1927972279,4/7/2016,Thursday,2128
1927972279,4/8/2016,Friday,2086
1927972279,4/9/2016,Saturday,2407
1927972279,4/10/2016,Sunday,2441
1927972279,4/11/2016,Monday,2253
1927972279,4/12/2016,Tuesday,2195
2022484408,3/12/2016,Saturday,2334
2022484408,3/13/2016,Sunday,2252
2022484408,3/14/2016,Monday,2631
2022484408,3/15/2016,Tuesday,2653
2022484408,3/16/2016,Wednesday,2641
2022484408,3/17/2016,Thursday,2313
2022484408,3/18/2016,Friday,2459
2022484408,3/19/2016,Saturday,2716
2022484408,3/20/2016,Sunday,2447
2022484408,3/21/2016,Monday,2885
2022484408,3/22/2016,Tuesday,2398
2022484408,3/23/2016,Wednesday,2657
2022484408,3/24/2016,Thursday,3139
2022484408,3/25/2016,Friday,2782
2022484408,3/26/2016,Saturday,2613
2022484408,3/27/2016,Sunday,2338
2022484408,3/28/2016,Monday,2219
2022484408,3/29/2016,Tuesday,3111
2022484408,3/30/2016,Wednesday,2869
2022484408,3/31/2016,Thursday,3066
2022484408,4/1/2016,Friday,2642
2022484408,4/2/2016,Saturday,2038
2022484408,4/3/2016,Sunday,2393
2022484408,4/4/2016,Monday,2578
2022484408,4/5/2016,Tuesday,2734
2022484408,4/6/2016,Wednesday,2731
2022484408,4/7/2016,Thursday,3019
2022484408,4/8/2016,Friday,2575
2022484408,4/9/2016,Saturday,2810
2022484408,4/10/2016,Sunday,2456
2022484408,4/11/2016,Monday,2565
2022484408,4/12/2016,Tuesday,2386
2026352035,3/12/2016,Saturday,1678
2026352035,3/13/2016,Sunday,1694
2026352035,3/14/2016,Monday,1808
2026352035,3/15/2016,Tuesday,1801
2026352035,3/16/2016,Wednesday,1802
2026352035,3/17/2016,Thursday,1623
2026352035,3/18/2016,Friday,1319
2026352035,3/19/2016,Saturday,1427
2026352035,3/20/2016,Sunday,1418
2026352035,3/21/2016,Monday,1463
2026352035,3/22/2016,Tuesday,1392
2026352035,3/23/2016,Wednesday,1395
2026352035,3/24/2016,Thursday,1336
2026352035,3/25/2016,Friday,1433
2026352035,3/26/2016,Saturday,1360
2026352035,3/27/2016,Sunday,1425
2026352035,3/28/2016,Monday,1425
2026352035,3/29/2016,Tuesday,1374
2026352035,3/30/2016,Wednesday,1396
2026352035,3/31/2016,Thursday,1669
2026352035,4/1/2016,Friday,1411
2026352035,4/2/2016,Saturday,1242
2026352035,4/3/2016,Sunday,1334
2026352035,4/4/2016,Monday,1585
2026352035,4/5/2016,Tuesday,1540
2026352035,4/6/2016,Wednesday,1423
2026352035,4/7/2016,Thursday,1393
2026352035,4/8/2016,Friday,1427
2026352035,4/9/2016,Saturday,1416
2026352035,4/10/2016,Sunday,1517
2026352035,4/11/2016,Monday,1409
2026352035,4/12/2016,Tuesday,1460
2320127002,3/12/2016,Saturday,1553
2320127002,3/13/2016,Sunday,1320
2320127002,3/14/2016,Monday,1320
2320127002,3/15/2016,Tuesday,1320
2320127002,3/16/2016,Wednesday,1320
2320127002,3/17/2016,Thursday,1322
2320127002,3/18/2016,Friday,1320
2320127002,3/19/2016,Saturday,1320
2320127002,3/20/2016,Sunday,1320
2320127002,3/21/2016,Monday,1320
2320127002,3/22/2016,Tuesday,1814
2320127002,3/23/2016,Wednesday,1792
2320127002,3/24/2016,Thursday,1618
2320127002,3/25/2016,Friday,1351
2320127002,3/26/2016,Saturday,1320
2320127002,3/27/2016,Sunday,1320
2320127002,3/28/2016,Monday,1321
2320127002,3/29/2016,Tuesday,1320
2320127002,3/30/2016,Wednesday,1320
2320127002,3/31/2016,Thursday,1320
2320127002,4/1/2016,Friday,1320
2320127002,4/2/2016,Saturday,1320
2320127002,4/3/2016,Sunday,1320
2320127002,4/4/2016,Monday,1320
2320127002,4/5/2016,Tuesday,1706
2320127002,4/6/2016,Wednesday,1951
2320127002,4/7/2016,Thursday,1505
2320127002,4/8/2016,Friday,1623
2320127002,4/9/2016,Saturday,1770
2320127002,4/10/2016,Sunday,1527
2320127002,4/11/2016,Monday,2206
2320127002,4/12/2016,Tuesday,2122
2347167796,3/12/2016,Saturday,2515
2347167796,3/13/2016,Sunday,2528
2347167796,3/14/2016,Monday,2141
2347167796,3/15/2016,Tuesday,2114
2347167796,3/16/2016,Wednesday,2087
2347167796,3/17/2016,Thursday,2103
2347167796,3/18/2016,Friday,2003
2347167796,3/19/2016,Saturday,2058
2347167796,3/20/2016,Sunday,2317
2347167796,3/21/2016,Monday,2148
2347167796,3/22/2016,Tuesday,2159
2347167796,3/23/2016,Wednesday,2060
2347167796,3/24/2016,Thursday,2116
2347167796,3/25/2016,Friday,1914
2347167796,3/26/2016,Saturday,2339
2347167796,3/27/2016,Sunday,2189
2347167796,3/28/2016,Monday,1872
2347167796,3/29/2016,Tuesday,2044
2347167796,3/30/2016,Wednesday,2186
2347167796,3/31/2016,Thursday,1928
2347167796,4/1/2016,Friday,1937
2347167796,4/2/2016,Saturday,2441
2347167796,4/3/2016,Sunday,2038
2347167796,4/4/2016,Monday,2100
2347167796,4/5/2016,Tuesday,2096
2347167796,4/6/2016,Wednesday,2058
2347167796,4/7/2016,Thursday,2336
2347167796,4/8/2016,Friday,2106
2347167796,4/9/2016,Saturday,2487
2347167796,4/10/2016,Sunday,2168
2347167796,4/11/2016,Monday,2009
2347167796,4/12/2016,Tuesday,2342
2873212765,3/12/2016,Saturday,2019
2873212765,3/13/2016,Sunday,2296
2873212765,3/14/2016,Monday,2002
2873212765,3/15/2016,Tuesday,1866
2873212765,3/16/2016,Wednesday,1978
2873212765,3/17/2016,Thursday,2227
2873212765,3/18/2016,Friday,2433
2873212765,3/19/2016,Saturday,1926
2873212765,3/20/2016,Sunday,1811
2873212765,3/21/2016,Monday,1981
2873212765,3/22/2016,Tuesday,1849
2873212765,3/23/2016,Wednesday,2241
2873212765,3/24/2016,Thursday,1989
2873212765,3/25/2016,Friday,1533
2873212765,3/26/2016,Saturday,1772
2873212765,3/27/2016,Sunday,1254
2873212765,3/28/2016,Monday,1807
2873212765,3/29/2016,Tuesday,1987
2873212765,3/30/2016,Wednesday,1819
2873212765,3/31/2016,Thursday,2022
2873212765,4/1/2016,Friday,1329
2873212765,4/2/2016,Saturday,1555
2873212765,4/3/2016,Sunday,1842
2873212765,4/4/2016,Monday,2044
2873212765,4/5/2016,Tuesday,1949
2873212765,4/6/2016,Wednesday,1907
2873212765,4/7/2016,Thursday,2038
2873212765,4/8/2016,Friday,1947
2873212765,4/9/2016,Saturday,2260
2873212765,4/10/2016,Sunday,1727
2873212765,4/11/2016,Monday,1704
2891001357,4/5/2016,Tuesday,1120
3372868164,3/12/2016,Saturday,1900
3372868164,3/13/2016,Sunday,2002
3372868164,3/14/2016,Monday,1993
3372868164,3/15/2016,Tuesday,1790
3372868164,3/16/2016,Wednesday,1998
3372868164,3/17/2016,Thursday,1793
3372868164,3/18/2016,Friday,1887
3372868164,3/19/2016,Saturday,1812
3372868164,3/20/2016,Sunday,2034
3372868164,3/21/2016,Monday,2015
3372868164,3/22/2016,Tuesday,1779
3372868164,3/23/2016,Wednesday,1861
3372868164,3/24/2016,Thursday,1940
3372868164,3/25/2016,Friday,1900
3372868164,3/26/2016,Saturday,1840
3372868164,3/27/2016,Sunday,2074
3372868164,3/28/2016,Monday,1841
3372868164,3/29/2016,Tuesday,2005
3372868164,3/30/2016,Wednesday,1872
3372868164,3/31/2016,Thursday,2076
3372868164,4/1/2016,Friday,1852
3372868164,4/2/2016,Saturday,2068
3372868164,4/3/2016,Sunday,1815
3372868164,4/4/2016,Monday,1878
3372868164,4/5/2016,Tuesday,1789
3372868164,4/6/2016,Wednesday,2010
3372868164,4/7/2016,Thursday,2041
3372868164,4/8/2016,Friday,1816
3372868164,4/9/2016,Saturday,2061
3372868164,4/10/2016,Sunday,1259
3977333714,3/12/2016,Saturday,1360
3977333714,3/13/2016,Sunday,1350
3977333714,3/14/2016,Monday,1212
3977333714,3/15/2016,Tuesday,1675
3977333714,3/16/2016,Wednesday,1762
3977333714,3/17/2016,Thursday,1597
3977333714,3/18/2016,Friday,1540
3977333714,3/19/2016,Saturday,1155
3977333714,3/20/2016,Sunday,1008
3977333714,3/21/2016,Monday,1008
3977333714,3/22/2016,Tuesday,1008
3977333714,3/23/2016,Wednesday,1008
3977333714,3/24/2016,Thursday,1008
3977333714,3/25/2016,Friday,1008
3977333714,3/26/2016,Saturday,1008
3977333714,3/27/2016,Sunday,1008
3977333714,3/28/2016,Monday,1008
3977333714,3/29/2016,Tuesday,1008
3977333714,3/30/2016,Wednesday,1008
3977333714,3/31/2016,Thursday,1076
3977333714,4/1/2016,Friday,1286
3977333714,4/2/2016,Saturday,1490
3977333714,4/3/2016,Sunday,1628
3977333714,4/4/2016,Monday,1646
3977333714,4/5/2016,Tuesday,1649
3977333714,4/6/2016,Wednesday,1783
3977333714,4/7/2016,Thursday,1430
3977333714,4/8/2016,Friday,1522
3977333714,4/9/2016,Saturday,1695
3977333714,4/10/2016,Sunday,1228
3977333714,4/11/2016,Monday,1221
3977333714,4/12/2016,Tuesday,1450
4020332650,3/12/2016,Saturday,2991
4020332650,3/13/2016,Sunday,2484
4020332650,3/14/2016,Monday,2565
4020332650,3/15/2016,Tuesday,3015
4020332650,3/16/2016,Wednesday,3825
4020332650,3/17/2016,Thursday,2157
4020332650,3/18/2016,Friday,1992
4020332650,3/19/2016,Saturday,1992
4020332650,3/20/2016,Sunday,1992
4020332650,3/21/2016,Monday,1992
4020332650,3/22/2016,Tuesday,1992
4020332650,3/23/2016,Wednesday,1992
4020332650,3/24/2016,Thursday,1992
4020332650,3/25/2016,Friday,1992
4020332650,3/26/2016,Saturday,1992
4020332650,3/27/2016,Sunday,1992
4020332650,3/28/2016,Monday,2968
4020332650,3/29/2016,Tuesday,2973
4020332650,3/30/2016,Wednesday,3416
4020332650,3/31/2016,Thursday,3441
4020332650,4/1/2016,Friday,3336
4020332650,4/2/2016,Saturday,2888
4020332650,4/3/2016,Sunday,3306
4020332650,4/4/2016,Monday,3121
4020332650,4/5/2016,Tuesday,2975
4020332650,4/6/2016,Wednesday,3248
4020332650,4/7/2016,Thursday,3032
4020332650,4/8/2016,Friday,3608
4020332650,4/9/2016,Saturday,3270
4020332650,4/10/2016,Sunday,2812
4020332650,4/11/2016,Monday,2508
4020332650,4/12/2016,Tuesday,3648
4057192912,3/12/2016,Saturday,1776
4057192912,3/13/2016,Sunday,1776
4057192912,3/14/2016,Monday,2454
4057192912,3/15/2016,Tuesday,1776
4057192912,3/16/2016,Wednesday,1934
4057192912,3/17/2016,Thursday,1776
4057192912,3/18/2016,Friday,1869
4057192912,3/19/2016,Saturday,1776
4057192912,3/20/2016,Sunday,1781
4057192912,3/21/2016,Monday,1978
4057192912,3/22/2016,Tuesday,2289
4057192912,3/23/2016,Wednesday,2422
4057192912,3/24/2016,Thursday,1778
4057192912,3/25/2016,Friday,1776
4057192912,3/26/2016,Saturday,1776
4057192912,3/27/2016,Sunday,2006
4057192912,3/28/2016,Monday,1778
4057192912,3/29/2016,Tuesday,2248
4057192912,3/30/2016,Wednesday,2237
4057192912,3/31/2016,Thursday,1776
4057192912,4/1/2016,Friday,1776
4057192912,4/2/2016,Saturday,1776
4057192912,4/3/2016,Sunday,1776
4057192912,4/4/2016,Monday,1776
4057192912,4/5/2016,Tuesday,1776
4057192912,4/6/2016,Wednesday,1780
4057192912,4/7/2016,Thursday,1778
4057192912,4/8/2016,Friday,2361
4057192912,4/9/2016,Saturday,1942
4057192912,4/10/2016,Sunday,2100
4057192912,4/11/2016,Monday,2375
4057192912,4/12/2016,Tuesday,2273
4319703577,3/12/2016,Saturday,2202
4319703577,3/13/2016,Sunday,2118
4319703577,3/14/2016,Monday,2234
4319703577,3/15/2016,Tuesday,2130
4319703577,3/16/2016,Wednesday,2227
4319703577,3/17/2016,Thursday,2180
4319703577,3/18/2016,Friday,2039
4319703577,3/19/2016,Saturday,2048
4319703577,3/20/2016,Sunday,1872
4319703577,3/21/2016,Monday,2088
4319703577,3/22/2016,Tuesday,2137
4319703577,3/23/2016,Wednesday,2202
4319703577,3/24/2016,Thursday,2347
4319703577,3/25/2016,Friday,2203
4319703577,3/26/2016,Saturday,2048
4319703577,3/27/2016,Sunday,1786
4319703577,3/28/2016,Monday,2297
4319703577,3/29/2016,Tuesday,1957
4319703577,3/30/2016,Wednesday,2141
4319703577,3/31/2016,Thursday,2130
4319703577,4/1/2016,Friday,2217
4319703577,4/2/2016,Saturday,2154
4319703577,4/3/2016,Sunday,2178
4319703577,4/4/2016,Monday,2307
4319703577,4/5/2016,Tuesday,2202
4319703577,4/6/2016,Wednesday,2342
4319703577,4/7/2016,Thursday,2237
4319703577,4/8/2016,Friday,2017
4445114986,3/12/2016,Saturday,2218
4445114986,3/13/2016,Sunday,2398
4445114986,3/14/2016,Monday,2306
4445114986,3/15/2016,Tuesday,2271
4445114986,3/16/2016,Wednesday,2291
4445114986,3/17/2016,Thursday,2394
4445114986,3/18/2016,Friday,2166
4445114986,3/19/2016,Saturday,2301
4445114986,3/20/2016,Sunday,2217
4445114986,3/21/2016,Monday,2456
4445114986,3/22/2016,Tuesday,2128
4445114986,3/23/2016,Wednesday,2299
4445114986,3/24/2016,Thursday,2049
4445114986,3/25/2016,Friday,2285
4445114986,3/26/2016,Saturday,2399
4445114986,3/27/2016,Sunday,2302
4445114986,3/28/2016,Monday,2070
4445114986,3/29/2016,Tuesday,2010
4445114986,3/30/2016,Wednesday,2032
4445114986,3/31/2016,Thursday,2228
4445114986,4/1/2016,Friday,2129
4445114986,4/2/2016,Saturday,2314
4445114986,4/3/2016,Sunday,2059
4445114986,4/4/2016,Monday,1937
4445114986,4/5/2016,Tuesday,2215
4445114986,4/6/2016,Wednesday,2376
4445114986,4/7/2016,Thursday,2337
4445114986,4/8/2016,Friday,2302
4445114986,4/9/2016,Saturday,2206
4445114986,4/10/2016,Sunday,2423
4445114986,4/11/2016,Monday,2297
4445114986,4/12/2016,Tuesday,2115
4558609924,3/12/2016,Saturday,1997
4558609924,3/13/2016,Sunday,1656
4558609924,3/14/2016,Monday,1460
4558609924,3/15/2016,Tuesday,1707
4558609924,3/16/2016,Wednesday,1665
4558609924,3/17/2016,Thursday,1894
4558609924,3/18/2016,Friday,1682
4558609924,3/19/2016,Saturday,1344
4558609924,3/20/2016,Sunday,1677
4558609924,3/21/2016,Monday,1344
4558609924,3/22/2016,Tuesday,1344
4558609924,3/23/2016,Wednesday,1344
4558609924,3/24/2016,Thursday,1836
4558609924,3/25/2016,Friday,1641
4558609924,3/26/2016,Saturday,1713
4558609924,3/27/2016,Sunday,2148
4558609924,3/28/2016,Monday,2134
4558609924,3/29/2016,Tuesday,2091
4558609924,3/30/2016,Wednesday,1884
4558609924,3/31/2016,Thursday,1963
4558609924,4/1/2016,Friday,1904
4558609924,4/2/2016,Saturday,1680
4558609924,4/3/2016,Sunday,1903
4558609924,4/4/2016,Monday,2080
4558609924,4/5/2016,Tuesday,1880
4558609924,4/6/2016,Wednesday,1856
4558609924,4/7/2016,Thursday,2237
4558609924,4/8/2016,Friday,1780
4558609924,4/9/2016,Saturday,1883
4558609924,4/10/2016,Sunday,1908
4558609924,4/11/2016,Monday,2152
4558609924,4/12/2016,Tuesday,1912
4702921684,3/12/2016,Saturday,3607
4702921684,3/13/2016,Sunday,3102
4702921684,3/14/2016,Monday,2946
4702921684,3/15/2016,Tuesday,3062
4702921684,3/16/2016,Wednesday,2796
4702921684,3/17/2016,Thursday,2920
4702921684,3/18/2016,Friday,2732
4702921684,3/19/2016,Saturday,2018
4702921684,3/20/2016,Sunday,2016
4702921684,3/21/2016,Monday,2434
4702921684,3/22/2016,Tuesday,3131
4702921684,3/23/2016,Wednesday,2870
4702921684,3/24/2016,Thursday,2948
4702921684,3/25/2016,Friday,2821
4702921684,3/26/2016,Saturday,3656
4702921684,3/27/2016,Sunday,3378
4702921684,3/28/2016,Monday,2975
4702921684,3/29/2016,Tuesday,2885
4702921684,3/30/2016,Wednesday,2915
4702921684,3/31/2016,Thursday,2896
4702921684,4/1/2016,Friday,2923
4702921684,4/2/2016,Saturday,3324
4702921684,4/3/2016,Sunday,3358
4702921684,4/4/2016,Monday,2930
4702921684,4/5/2016,Tuesday,2850
4702921684,4/6/2016,Wednesday,2941
4702921684,4/7/2016,Thursday,2822
4702921684,4/8/2016,Friday,2973
4702921684,4/9/2016,Saturday,3598
4702921684,4/10/2016,Sunday,3226
4702921684,4/11/2016,Monday,2621
5553957443,3/12/2016,Saturday,1490
5553957443,3/13/2016,Sunday,1709
5553957443,3/14/2016,Monday,2132
5553957443,3/15/2016,Tuesday,2039
5553957443,3/16/2016,Wednesday,2062
5553957443,3/17/2016,Thursday,1763
5553957443,3/18/2016,Friday,1569
5553957443,3/19/2016,Saturday,1320
5553957443,3/20/2016,Sunday,1320
5553957443,3/21/2016,Monday,1615
5553957443,3/22/2016,Tuesday,1419
5553957443,3/23/2016,Wednesday,1605
5553957443,3/24/2016,Thursday,1860
5553957443,3/25/2016,Friday,1684
5553957443,3/26/2016,Saturday,1787
5553957443,3/27/2016,Sunday,1554
5553957443,3/28/2016,Monday,1853
5553957443,3/29/2016,Tuesday,2204
5553957443,3/30/2016,Wednesday,1925
5553957443,3/31/2016,Thursday,2098
5553957443,4/1/2016,Friday,2141
5553957443,4/2/2016,Saturday,1614
5553957443,4/3/2016,Sunday,1480
5553957443,4/4/2016,Monday,1893
5553957443,4/5/2016,Tuesday,2087
5553957443,4/6/2016,Wednesday,2044
5553957443,4/7/2016,Thursday,2249
5553957443,4/8/2016,Friday,2018
5553957443,4/9/2016,Saturday,1691
5553957443,4/10/2016,Sunday,1711
5553957443,4/11/2016,Monday,2066
5553957443,4/12/2016,Tuesday,2026
5577150313,3/12/2016,Saturday,4776
5577150313,3/13/2016,Sunday,4452
5577150313,3/14/2016,Monday,3757
5577150313,3/15/2016,Tuesday,3808
5577150313,3/16/2016,Wednesday,3752
5577150313,3/17/2016,Thursday,3575
5577150313,3/18/2016,Friday,3882
5577150313,3/19/2016,Saturday,4330
5577150313,3/20/2016,Sunday,2739
5577150313,3/21/2016,Monday,2125
5577150313,3/22/2016,Tuesday,2256
5577150313,3/23/2016,Wednesday,3320
5577150313,3/24/2016,Thursday,3120
5577150313,3/25/2016,Friday,3163
5577150313,3/26/2016,Saturday,3789
5577150313,3/27/2016,Sunday,2938
5577150313,3/28/2016,Monday,3825
5577150313,3/29/2016,Tuesday,3543
5577150313,3/30/2016,Wednesday,3326
5577150313,3/31/2016,Thursday,3824
5577150313,4/1/2016,Friday,3626
5577150313,4/2/2016,Saturday,4432
5577150313,4/3/2016,Sunday,3427
5577150313,4/4/2016,Monday,3493
5577150313,4/5/2016,Tuesday,3595
5577150313,4/6/2016,Wednesday,3764
5577150313,4/7/2016,Thursday,2775
5577150313,4/8/2016,Friday,2485
5577150313,4/9/2016,Saturday,3815
5577150313,4/10/2016,Sunday,3378
5577150313,4/11/2016,Monday,1386
6117666160,3/12/2016,Saturday,1847
6117666160,3/13/2016,Sunday,2242
6117666160,3/14/2016,Monday,2169
6117666160,3/15/2016,Tuesday,2112
6117666160,3/16/2016,Wednesday,2324
6117666160,3/17/2016,Thursday,1992
6117666160,3/18/2016,Friday,2260
6117666160,3/19/2016,Saturday,2334
6117666160,3/20/2016,Sunday,2404
6117666160,3/21/2016,Monday,2287
6117666160,3/22/2016,Tuesday,2082
6117666160,3/23/2016,Wednesday,2148
6117666160,3/24/2016,Thursday,2443
6117666160,3/25/2016,Friday,2454
6117666160,3/26/2016,Saturday,2550
6117666160,3/27/2016,Sunday,2050
6117666160,3/28/2016,Monday,1987
6117666160,3/29/2016,Tuesday,2292
6117666160,3/30/2016,Wednesday,2411
6117666160,3/31/2016,Thursday,2500
6117666160,4/1/2016,Friday,2210
6117666160,4/2/2016,Saturday,2886
6117666160,4/3/2016,Sunday,1488
6117666160,4/4/2016,Monday,2257
6117666160,4/5/2016,Tuesday,2444
6117666160,4/6/2016,Wednesday,2696
6117666160,4/7/2016,Thursday,1900
6117666160,4/8/2016,Friday,2474
6117666160,4/9/2016,Saturday,2611
6290855005,3/12/2016,Saturday,3647
6290855005,3/13/2016,Sunday,2724
6290855005,3/14/2016,Monday,2064
6290855005,3/15/2016,Tuesday,2064
6290855005,3/16/2016,Wednesday,2952
6290855005,3/17/2016,Thursday,2697
6290855005,3/18/2016,Friday,2778
6290855005,3/19/2016,Saturday,2701
6290855005,3/20/2016,Sunday,2947
6290855005,3/21/2016,Monday,2555
6290855005,3/22/2016,Tuesday,3333
6290855005,3/23/2016,Wednesday,2382
6290855005,3/24/2016,Thursday,2599
6290855005,3/25/2016,Friday,2064
6290855005,3/26/2016,Saturday,2064
6290855005,3/27/2016,Sunday,3445
6290855005,3/28/2016,Monday,2950
6290855005,3/29/2016,Tuesday,2599
6290855005,3/30/2016,Wednesday,2775
6290855005,3/31/2016,Thursday,2064
6290855005,4/1/2016,Friday,2780
6290855005,4/2/2016,Saturday,2166
6391747486,3/12/2016,Saturday,1824
6391747486,3/13/2016,Sunday,1824
6391747486,3/14/2016,Monday,1824
6391747486,3/15/2016,Tuesday,1824
6391747486,3/16/2016,Wednesday,1824
6391747486,3/17/2016,Thursday,1824
6391747486,3/18/2016,Friday,1824
6391747486,3/19/2016,Saturday,1824
6391747486,3/20/2016,Sunday,1824
6391747486,3/21/2016,Monday,1824
6391747486,3/22/2016,Tuesday,1824
6391747486,3/23/2016,Wednesday,1824
6391747486,3/24/2016,Thursday,1824
6391747486,3/25/2016,Friday,1824
6391747486,3/26/2016,Saturday,1824
6391747486,3/27/2016,Sunday,1824
6391747486,3/28/2016,Monday,1824
6391747486,3/29/2016,Tuesday,1824
6391747486,3/30/2016,Wednesday,1824
